,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
657,2022-03-14,2022-05-23,,,,
658,2022-03-14,2022-04-25,,,,
659,2022-03-14,2022-03-21,,,,
715,2022-02-14,2022-12-27,8.0,7.501399469776988,-6.232506627787648,-10.53515625
716,2022-02-14,2022-11-21,7.0,6.559125231320246,-6.298210981139337,-11.734375
717,2022-02-14,2022-10-24,6.0,5.3880108761878684,-10.199818730202193,-19.82421875
718,2022-02-14,2022-09-26,5.0,4.37747755751912,-12.450448849617608,-25.5546875
719,2022-02-14,2022-08-22,4.0,3.7642768112855967,-5.8930797178600836,-14.17578125
720,2022-02-14,2022-07-25,3.0,2.7905107922948,-6.98297359017334,-18.03515625
721,2022-02-14,2022-06-20,2.0,1.8019204249127372,-9.903978754363141,-28.8359375
722,2022-02-14,2022-05-23,1.0,0.9327042810156163,-6.729571898438369,-22.8515625
723,2022-02-14,2022-04-25,,,,
724,2022-02-14,2022-03-21,,,,
725,2022-02-14,2022-02-21,,,,
780,2022-01-10,2022-12-27,9.0,8.356272484079689,-7.1525279546701235,-11.28515625
781,2022-01-10,2022-11-21,8.0,7.416589626347788,-7.2926296706526506,-12.5859375
782,2022-01-10,2022-10-24,7.0,6.208054960306583,-11.31350056704881,-20.32421875
783,2022-01-10,2022-09-26,6.0,5.183025431517382,-13.616242808043639,-25.71484375
784,2022-01-10,2022-08-22,5.0,4.640157909036155,-7.196841819276898,-15.6171875
785,2022-01-10,2022-07-25,4.0,3.6605982428388066,-8.485043929029834,-19.59375
786,2022-01-10,2022-06-20,3.0,2.6437098641738634,-11.876337860871217,-30.265625
787,2022-01-10,2022-05-23,2.0,1.818087774209869,-9.095611289506556,-26.04296875
788,2022-01-10,2022-04-25,1.0,0.9070534001324979,-9.294659986750208,-28.7578125
789,2022-01-10,2022-03-21,,,,
