,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
528,2022-05-10,2023-01-20,6.0,5.727681275211247,-4.538645413145881,-9.109375
529,2022-05-10,2022-12-20,5.0,4.610086121600093,-7.798277567998149,-16.76171875
530,2022-05-10,2022-11-21,4.0,3.8290569690962384,-4.27357577259404,-10.171875
531,2022-05-10,2022-10-20,3.0,2.7996186523194866,-6.679378256017114,-17.421875
532,2022-05-10,2022-09-20,2.0,1.9352078050568253,-3.2396097471587337,-9.7265625
533,2022-05-10,2022-08-22,1.0,1.0200201476770272,2.00201476770272,7.203125
534,2022-05-10,2022-07-20,,,,
535,2022-05-10,2022-06-20,,,,
536,2022-05-10,2022-05-20,,,,
594,2022-04-11,2023-01-20,7.0,6.624709579023181,-5.361291728240276,-9.921875
595,2022-04-11,2022-12-20,6.0,5.48367797124502,-8.60536714591634,-16.984375
596,2022-04-11,2022-11-21,5.0,4.732261095290019,-5.354778094199624,-11.5625
597,2022-04-11,2022-10-20,4.0,3.672102021024082,-8.197449474397956,-19.171875
598,2022-04-11,2022-09-20,3.0,2.8378972793854516,-5.403424020484948,-14.21875
599,2022-04-11,2022-08-22,2.0,1.9756593812089838,-1.2170309395508117,-3.703125
600,2022-04-11,2022-07-20,1.0,0.914100889723288,-8.589911027671205,-27.953125
601,2022-04-11,2022-06-20,,,,
602,2022-04-11,2022-05-20,,,,
603,2022-04-11,2022-04-20,,,,
660,2022-03-10,2023-01-20,8.0,7.551477128014885,-5.606535899813936,-9.64453125
661,2022-03-10,2022-12-20,7.0,6.386232075584963,-8.768113205929101,-16.03515625
662,2022-03-10,2022-11-21,6.0,5.665409214156173,-5.576513097397114,-11.05859375
663,2022-03-10,2022-10-20,5.0,4.573510894873738,-8.529782102525232,-18.2109375
664,2022-03-10,2022-09-20,4.0,3.770513684095402,-5.737157897614953,-13.6015625
665,2022-03-10,2022-08-22,3.0,2.9629809923745594,-1.2339669208480213,-3.328125
666,2022-03-10,2022-07-20,2.0,1.858507033319843,-7.074648334007849,-20.62890625
667,2022-03-10,2022-06-20,1.0,0.8953555126867166,-10.464448731328336,64.0
668,2022-03-10,2022-05-20,,,,
669,2022-03-10,2022-04-20,,,,
670,2022-03-10,2022-03-21,,,,
726,2022-02-10,2023-01-20,9.0,8.44678803680954,-6.14679959100511,-9.880859375
727,2022-02-10,2022-12-20,8.0,7.2581514002010366,-9.273107497487043,-15.8046875
728,2022-02-10,2022-11-21,7.0,6.566884121484374,-6.1873696930803765,-11.34765625
729,2022-02-10,2022-10-20,6.0,5.444323860778663,-9.261268987022278,-18.19921875
730,2022-02-10,2022-09-20,5.0,4.67147492487914,-6.570501502417194,-14.1796875
731,2022-02-10,2022-08-22,4.0,3.916790618021225,-2.080234549469373,-5.03125
732,2022-02-10,2022-07-20,3.0,2.770857841906751,-7.638071936441637,-19.9296875
733,2022-02-10,2022-06-20,2.0,1.760320582546996,-11.983970872650197,64.0
734,2022-02-10,2022-05-20,1.0,0.9007537985253982,-9.924620147460184,-31.98046875
735,2022-02-10,2022-04-20,,,,
736,2022-02-10,2022-03-21,,,,
737,2022-02-10,2022-02-21,,,,
792,2022-01-10,2023-01-20,10.0,9.314562337978208,-6.854376620217923,-10.33984375
793,2022-01-10,2022-12-20,9.0,8.103253559866229,-9.963849334819683,-15.89453125
794,2022-01-10,2022-11-21,8.0,7.440632838319496,-6.992089521006295,-11.921875
795,2022-01-10,2022-10-20,7.0,6.2883536894268,-10.16637586533143,-18.490234375
796,2022-01-10,2022-09-20,6.0,5.5447257737420585,-7.587903770965691,-15.01171875
797,2022-01-10,2022-08-22,5.0,4.8412644217167395,-3.174711565665209,-6.9453125
798,2022-01-10,2022-07-20,4.0,3.6551479556149,-8.621301109627499,-20.25390625
799,2022-01-10,2022-06-20,3.0,2.598682375819264,-13.377254139357872,64.0
800,2022-01-10,2022-05-20,2.0,1.7738035853226186,-11.309820733869069,-31.8203125
801,2022-01-10,2022-04-20,1.0,0.9405587689513581,-5.944123104864185,-20.04296875
802,2022-01-10,2022-03-21,,,,
803,2022-01-10,2022-02-21,,,,
804,2022-01-10,2022-01-20,,,,
858,2021-12-10,2023-01-20,11.0,10.166312517210512,-7.57897711626807,-10.7734375
859,2021-12-10,2022-12-20,10.0,8.932750256178887,-10.672497438211135,-16.005859375
860,2021-12-10,2022-11-21,9.0,8.29824711102387,-7.797254321957009,-12.42578125
861,2021-12-10,2022-10-20,8.0,7.116797856141908,-11.040026798226155,-18.69921875
862,2021-12-10,2022-09-20,7.0,6.401851371990426,-8.544980400136776,-15.6171875
863,2021-12-10,2022-08-22,6.0,5.748667103419543,-4.188881609674278,-8.37109375
864,2021-12-10,2022-07-20,5.0,4.523108970166626,-9.537820596667483,-20.390625
865,2021-12-10,2022-06-20,4.0,3.4215631718044603,-14.46092070488849,64.0
866,2021-12-10,2022-05-20,3.0,2.630731834271445,-12.308938857618493,-30.90625
867,2021-12-10,2022-04-20,2.0,1.863749394617424,-6.8125302691288026,-20.0
868,2021-12-10,2022-03-21,1.0,0.9174205080509212,-8.257949194907876,-26.765625
869,2021-12-10,2022-02-21,,,,
870,2021-12-10,2022-01-20,,,,
871,2021-12-10,2021-12-20,,,,
924,2021-11-10,2023-01-20,12.0,11.023861775891746,-8.13448520090212,-10.94140625
925,2021-11-10,2022-12-20,11.0,9.767894520712636,-11.2009589026124,-15.865234375
926,2021-11-10,2022-11-21,10.0,9.161700388433156,-8.382996115668444,-12.5546875
927,2021-11-10,2022-10-20,9.0,7.950882425006519,-11.656861944372013,-18.505859375
928,2021-11-10,2022-09-20,8.0,7.264812647839041,-9.189841902011986,-15.640625
929,2021-11-10,2022-08-22,7.0,6.662247770606434,-4.82503184847952,-8.8984375
930,2021-11-10,2022-07-20,6.0,5.3969794344662745,-10.050342758895425,-19.78515625
931,2021-11-10,2022-06-20,5.0,4.250046492132201,-14.999070157355982,-30.900390625
932,2021-11-10,2022-05-20,4.0,3.493494417182097,-12.662639570447576,-28.9296875
933,2021-11-10,2022-04-20,3.0,2.79322549684138,-6.892483438620663,-18.10546875
934,2021-11-10,2022-03-21,2.0,1.8410872072315687,-7.945639638421564,-22.9453125
935,2021-11-10,2022-02-21,1.0,0.9080740343347639,-9.192596566523614,-28.9453125
936,2021-11-10,2022-01-20,,,,
937,2021-11-10,2021-12-20,,,,
938,2021-11-10,2021-11-22,,,,
990,2021-10-11,2023-01-20,13.0,11.91949191413402,-8.311600660507533,-10.6171875
991,2021-10-11,2022-12-20,12.0,10.640124734341267,-11.33229388048944,-15.22265625
992,2021-10-11,2022-11-21,11.0,10.063496723026324,-8.513666154306145,-12.04296875
993,2021-10-11,2022-10-20,10.0,8.822005885443964,-11.779941145560358,-17.62890625
994,2021-10-11,2022-09-20,9.0,8.166095132736302,-9.265609636263308,-14.7890625
995,2021-10-11,2022-08-22,8.0,7.616397483832664,-4.795031452091703,-8.234375
996,2021-10-11,2022-07-20,7.0,6.309655548197798,-9.862063597174322,-18.05859375
